id,name,category,price_tier,neighborhood,opening_hours,avg_rating,good_for_kids
666,The Hungry Spoon,Italian,Medium,Brooklyn,15:27,3.07,true
667,The Golden Rooster,Japanese,Medium,Bronx,2:39,2.43,false
668,The Hungry Spoon,French,Cheap,Staten Island,5:03,4.18,true
669,Bella Italia,Thai,Cheap,Manhattan,23:15,3.37,true
670,The Rustic Tavern,Indian,Medium,Bronx,16:30,1.03,true
671,La Petite Boulangerie,French,Cheap,Queens,3:57,4.88,false
672,La Petite Boulangerie,Italian,Expensive,Queens,2:44,2.85,false
673,Bella Italia,French,Medium,Bronx,17:26,1.84,true
674,The Golden Rooster,French,Medium,Manhattan,14:46,4.0,true
675,La Petite Boulangerie,Indian,Medium,Manhattan,14:22,4.47,true
676,The Cozy Corner,Mexican,Medium,Staten Island,0:12,1.66,false
677,Sushi Paradise,Korean,Cheap,Manhattan,11:33,1.63,true
678,Cafe Delight,French,Medium,Staten Island,9:51,2.93,true
679,Cafe Delight,Japanese,Cheap,Bronx,11:38,4.45,false
680,Bella Italia,Indian,Medium,Bronx,21:38,2.44,true
681,The Hungry Spoon,Japanese,Medium,Queens,21:05,3.09,true
682,The Golden Rooster,Italian,Medium,Bronx,13:18,4.66,false
683,The Rustic Tavern,French,Expensive,Staten Island,0:51,2.82,false
684,The Rustic Tavern,Japanese,Expensive,Queens,12:56,3.65,false
685,The Rustic Tavern,Spanish,Cheap,Brooklyn,12:21,2.66,false
686,The Hungry Spoon,Italian,Medium,Bronx,15:05,2.58,true
687,Sushi Paradise,Spanish,Medium,Queens,9:51,4.43,true
688,La Petite Boulangerie,Indian,Expensive,Manhattan,6:17,1.05,true
689,Bella Italia,Spanish,Cheap,Bronx,13:37,4.89,true
690,Cafe Delight,French,Cheap,Staten Island,9:06,4.85,false
691,Sushi Paradise,Indian,Cheap,Bronx,10:15,3.49,false
692,The Cozy Corner,Chinese,Medium,Staten Island,21:42,1.37,true
693,The Hungry Spoon,Mexican,Expensive,Brooklyn,3:33,3.68,false
694,The Rustic Tavern,French,Medium,Staten Island,5:35,2.01,false
695,Cafe Delight,Japanese,Expensive,Bronx,21:48,1.01,false
696,Cafe Delight,Mexican,Cheap,Staten Island,7:33,1.34,true
697,The Spice Route,Japanese,Expensive,Brooklyn,19:50,4.05,false
698,Mama Mia Pizzeria,Spanish,Cheap,Queens,23:34,1.1,false
699,The Cozy Corner,Korean,Cheap,Brooklyn,7:33,2.86,true
700,The Cozy Corner,Indian,Expensive,Manhattan,11:12,1.08,false
701,The Rustic Tavern,Greek,Cheap,Manhattan,6:24,3.26,false
702,Bella Italia,Thai,Medium,Bronx,21:54,2.02,false
703,The Spice Route,French,Cheap,Staten Island,17:06,3.76,false
704,Cafe Delight,Korean,Expensive,Brooklyn,3:34,3.1,false
705,Sushi Paradise,French,Cheap,Bronx,11:07,3.16,false
706,The Hungry Spoon,Japanese,Expensive,Queens,19:15,1.9,true
707,Sushi Paradise,Japanese,Medium,Staten Island,13:01,2.22,false
708,Bella Italia,Spanish,Cheap,Bronx,9:58,2.24,false
709,The Spice Route,Indian,Cheap,Queens,14:19,4.04,false
710,The Rustic Tavern,Japanese,Medium,Bronx,8:12,1.57,false
711,The Rustic Tavern,Greek,Expensive,Brooklyn,23:04,1.1,false
712,Cafe Delight,Chinese,Expensive,Bronx,16:05,3.89,true
713,Sushi Paradise,Indian,Medium,Brooklyn,18:19,3.16,false
714,The Cozy Corner,French,Medium,Manhattan,16:35,2.86,false
715,La Petite Boulangerie,Korean,Medium,Queens,7:10,1.9,true
716,The Spice Route,Spanish,Expensive,Queens,6:26,1.63,true
717,Cafe Delight,Spanish,Expensive,Queens,17:15,4.69,true
718,The Golden Rooster,Japanese,Expensive,Manhattan,10:47,3.42,true
719,Bella Italia,Korean,Medium,Manhattan,7:29,2.08,false
720,The Hungry Spoon,French,Cheap,Staten Island,1:49,3.3,false
721,Bella Italia,Spanish,Cheap,Staten Island,7:54,2.37,false
722,Bella Italia,Chinese,Cheap,Brooklyn,22:19,4.82,true
723,La Petite Boulangerie,Mexican,Cheap,Manhattan,19:39,3.69,false
724,The Cozy Corner,Japanese,Medium,Queens,20:31,4.27,false
725,The Cozy Corner,Italian,Cheap,Queens,12:04,3.35,false
726,Bella Italia,Japanese,Medium,Queens,13:42,3.4,false
727,Sushi Paradise,Greek,Medium,Brooklyn,4:23,2.75,false
728,La Petite Boulangerie,Japanese,Expensive,Brooklyn,13:29,1.95,false
729,The Hungry Spoon,French,Expensive,Bronx,13:01,4.26,true
730,Bella Italia,Greek,Cheap,Bronx,1:12,4.98,false
731,La Petite Boulangerie,Indian,Cheap,Bronx,13:00,4.71,true
732,The Golden Rooster,Chinese,Medium,Manhattan,2:22,2.4,true
733,The Hungry Spoon,Chinese,Expensive,Manhattan,10:43,4.56,true
734,Mama Mia Pizzeria,Korean,Cheap,Queens,10:54,2.04,false
735,The Spice Route,Japanese,Cheap,Bronx,18:18,2.12,false
736,Cafe Delight,Thai,Medium,Brooklyn,1:11,4.25,true
737,Cafe Delight,Spanish,Medium,Brooklyn,21:27,4.12,false
738,The Hungry Spoon,Greek,Cheap,Brooklyn,20:47,2.09,true
739,The Cozy Corner,Italian,Expensive,Manhattan,1:58,1.36,true
740,The Hungry Spoon,Korean,Cheap,Bronx,8:43,4.15,true
741,The Rustic Tavern,Thai,Expensive,Bronx,12:19,3.66,true
742,The Spice Route,Italian,Expensive,Staten Island,16:15,3.9,false
743,Mama Mia Pizzeria,Mexican,Expensive,Bronx,23:22,4.68,true
744,La Petite Boulangerie,Greek,Expensive,Bronx,11:58,1.41,true
745,Bella Italia,Chinese,Expensive,Staten Island,7:06,4.17,false
746,Cafe Delight,Spanish,Expensive,Manhattan,4:52,1.47,false
747,Cafe Delight,Spanish,Cheap,Bronx,21:32,1.03,true
748,Sushi Paradise,Thai,Expensive,Bronx,13:27,3.97,true
749,Mama Mia Pizzeria,Italian,Expensive,Bronx,2:16,3.2,false
750,The Cozy Corner,Chinese,Expensive,Queens,1:53,4.03,false
751,The Cozy Corner,Japanese,Cheap,Queens,6:31,1.86,false
752,Bella Italia,Korean,Cheap,Bronx,13:14,2.54,true
753,Sushi Paradise,Italian,Cheap,Brooklyn,8:32,1.69,true
754,The Hungry Spoon,Greek,Expensive,Staten Island,22:34,1.57,false
755,La Petite Boulangerie,Thai,Medium,Bronx,10:34,3.67,false
756,The Hungry Spoon,French,Cheap,Staten Island,11:11,3.8,true
757,The Golden Rooster,Chinese,Cheap,Staten Island,17:55,2.98,false
758,The Hungry Spoon,Korean,Cheap,Queens,21:24,3.2,false
759,Sushi Paradise,French,Expensive,Queens,14:53,4.1,true
760,The Spice Route,Mexican,Expensive,Manhattan,1:36,2.58,false
761,Cafe Delight,Chinese,Cheap,Manhattan,7:37,3.66,false
762,The Rustic Tavern,Mexican,Medium,Bronx,11:05,3.55,false
763,The Spice Route,Indian,Cheap,Queens,20:25,1.1,true
764,The Rustic Tavern,Korean,Cheap,Manhattan,2:00,1.28,false
765,Cafe Delight,Spanish,Expensive,Manhattan,4:39,4.95,true
766,Cafe Delight,Greek,Medium,Bronx,5:04,3.9,true
767,The Golden Rooster,French,Cheap,Queens,8:25,4.87,true
768,Bella Italia,Chinese,Cheap,Bronx,3:50,4.82,true
769,Bella Italia,Italian,Cheap,Manhattan,14:30,3.04,true
770,The Hungry Spoon,Thai,Medium,Bronx,0:42,1.32,false
771,Cafe Delight,Japanese,Expensive,Brooklyn,15:49,1.68,false
772,The Golden Rooster,Indian,Cheap,Brooklyn,15:56,2.5,false
773,The Hungry Spoon,Spanish,Medium,Staten Island,15:12,3.21,true
774,The Cozy Corner,Mexican,Medium,Staten Island,18:35,1.5,true
775,Mama Mia Pizzeria,French,Cheap,Manhattan,3:11,1.13,true
776,Cafe Delight,French,Expensive,Brooklyn,19:00,2.24,false
777,The Golden Rooster,Italian,Medium,Bronx,18:38,3.41,true
778,The Hungry Spoon,Greek,Cheap,Bronx,6:07,1.77,false
779,Cafe Delight,Chinese,Cheap,Brooklyn,3:06,1.61,false
780,The Hungry Spoon,Japanese,Medium,Brooklyn,10:41,2.02,false
781,Cafe Delight,Korean,Cheap,Manhattan,4:10,4.33,true
782,The Rustic Tavern,Italian,Expensive,Bronx,1:24,2.35,false
783,The Rustic Tavern,Korean,Medium,Staten Island,11:32,1.37,false
784,The Golden Rooster,Mexican,Medium,Bronx,13:29,2.66,true
785,Cafe Delight,Chinese,Medium,Staten Island,0:40,4.59,false
786,Mama Mia Pizzeria,Chinese,Medium,Bronx,2:11,4.23,true
787,The Cozy Corner,Italian,Expensive,Staten Island,7:51,3.81,true
788,The Rustic Tavern,Japanese,Expensive,Staten Island,3:44,3.41,false
789,The Rustic Tavern,Italian,Expensive,Staten Island,18:25,3.5,true
790,Sushi Paradise,Korean,Medium,Queens,13:42,1.04,true
791,Mama Mia Pizzeria,Japanese,Medium,Bronx,17:58,4.49,true
792,The Rustic Tavern,Korean,Cheap,Staten Island,22:11,4.37,true
793,Sushi Paradise,Thai,Cheap,Staten Island,18:33,1.6,false
794,Sushi Paradise,French,Cheap,Bronx,17:09,4.65,true
795,The Golden Rooster,Italian,Cheap,Bronx,4:36,4.1,true
796,La Petite Boulangerie,French,Cheap,Bronx,15:51,3.91,false
797,Cafe Delight,Korean,Cheap,Bronx,12:49,1.37,false
798,Cafe Delight,Thai,Expensive,Queens,3:47,2.53,false
799,Sushi Paradise,Chinese,Medium,Staten Island,22:54,4.16,true
800,La Petite Boulangerie,Mexican,Expensive,Brooklyn,22:45,2.62,false
801,The Hungry Spoon,Indian,Cheap,Manhattan,7:05,1.53,false
802,The Rustic Tavern,Greek,Medium,Manhattan,16:01,3.43,true
803,Mama Mia Pizzeria,Mexican,Medium,Queens,0:32,3.23,true
804,The Rustic Tavern,Japanese,Medium,Manhattan,18:13,2.67,true
805,Mama Mia Pizzeria,French,Cheap,Queens,7:10,2.88,false
806,The Golden Rooster,Chinese,Expensive,Staten Island,22:42,4.53,true
807,Mama Mia Pizzeria,Indian,Cheap,Manhattan,16:41,4.28,true
808,Cafe Delight,Mexican,Expensive,Queens,18:41,2.94,false
809,La Petite Boulangerie,Greek,Medium,Manhattan,12:51,3.69,true
810,Bella Italia,Indian,Medium,Staten Island,14:41,4.5,true
811,The Spice Route,Korean,Cheap,Queens,1:11,1.04,true
812,The Spice Route,French,Expensive,Brooklyn,22:35,3.59,true
813,The Spice Route,Thai,Expensive,Queens,9:34,4.65,false
814,Cafe Delight,Indian,Cheap,Bronx,1:11,2.9,false
815,The Spice Route,French,Medium,Queens,19:20,3.85,true
816,Sushi Paradise,Korean,Expensive,Queens,5:37,4.28,true
817,Sushi Paradise,Korean,Medium,Bronx,14:43,3.4,false
818,Bella Italia,Italian,Expensive,Staten Island,7:14,4.09,false
819,Sushi Paradise,Japanese,Expensive,Queens,19:47,2.5,true
820,The Golden Rooster,Mexican,Medium,Staten Island,16:58,2.99,true
821,Bella Italia,Japanese,Medium,Queens,19:31,2.85,false
822,Sushi Paradise,French,Expensive,Queens,11:17,4.66,false
823,Sushi Paradise,Korean,Medium,Manhattan,0:59,2.0,false
824,Mama Mia Pizzeria,Greek,Expensive,Staten Island,5:58,2.38,true
825,Sushi Paradise,Greek,Medium,Queens,5:05,2.4,false
826,Bella Italia,Thai,Medium,Manhattan,8:24,4.31,true
827,The Spice Route,Greek,Expensive,Staten Island,1:03,4.09,false
828,The Cozy Corner,Spanish,Expensive,Manhattan,1:49,3.88,true
829,La Petite Boulangerie,Spanish,Expensive,Bronx,9:07,4.77,true
830,Sushi Paradise,Mexican,Medium,Staten Island,11:39,1.43,false
831,La Petite Boulangerie,Mexican,Medium,Queens,16:36,4.36,false
832,The Spice Route,Indian,Cheap,Manhattan,2:48,4.32,false
833,The Golden Rooster,French,Expensive,Brooklyn,22:45,1.2,true
834,The Rustic Tavern,French,Expensive,Brooklyn,21:02,1.67,false
835,The Golden Rooster,Greek,Cheap,Bronx,16:18,4.88,false
836,Sushi Paradise,Italian,Medium,Bronx,16:09,1.66,false
837,The Spice Route,Spanish,Medium,Manhattan,21:30,4.56,false
838,The Spice Route,Mexican,Expensive,Brooklyn,1:50,3.79,true
839,The Rustic Tavern,Mexican,Cheap,Queens,7:36,3.37,true
840,La Petite Boulangerie,Japanese,Medium,Brooklyn,3:31,2.03,true
841,The Hungry Spoon,Thai,Medium,Brooklyn,15:13,3.17,false
842,The Hungry Spoon,Spanish,Expensive,Brooklyn,21:00,1.9,true
843,Bella Italia,Thai,Expensive,Queens,18:03,4.81,false
844,La Petite Boulangerie,Thai,Expensive,Bronx,15:35,4.24,true
845,Sushi Paradise,Mexican,Medium,Brooklyn,15:07,4.69,true
846,Bella Italia,French,Expensive,Brooklyn,3:23,2.91,false
847,The Hungry Spoon,Greek,Medium,Brooklyn,21:43,1.85,false
848,The Cozy Corner,Italian,Medium,Bronx,3:56,4.01,false
849,The Golden Rooster,Korean,Medium,Staten Island,14:51,3.36,false
850,Bella Italia,Korean,Cheap,Brooklyn,15:07,1.35,true
851,The Hungry Spoon,Indian,Expensive,Manhattan,8:48,1.72,false
852,The Rustic Tavern,Japanese,Cheap,Manhattan,16:54,2.66,true
853,The Hungry Spoon,Japanese,Medium,Brooklyn,4:52,3.73,true
854,Mama Mia Pizzeria,Indian,Medium,Manhattan,9:46,4.9,true
855,Sushi Paradise,Japanese,Medium,Brooklyn,7:03,1.91,false
856,The Golden Rooster,French,Medium,Bronx,15:49,4.21,false
857,The Rustic Tavern,Indian,Cheap,Manhattan,7:55,4.13,false
858,Cafe Delight,Korean,Expensive,Bronx,18:04,4.64,true
859,Mama Mia Pizzeria,Greek,Expensive,Manhattan,19:16,3.68,true
860,Mama Mia Pizzeria,Spanish,Expensive,Manhattan,19:43,1.48,true
861,The Rustic Tavern,Spanish,Cheap,Bronx,10:12,1.36,false
862,The Cozy Corner,Mexican,Medium,Manhattan,22:41,4.66,true
863,Sushi Paradise,Korean,Expensive,Manhattan,12:53,4.46,true
864,Cafe Delight,Mexican,Expensive,Brooklyn,5:54,3.46,false
865,The Cozy Corner,Mexican,Cheap,Bronx,8:27,4.88,true
866,The Hungry Spoon,French,Medium,Brooklyn,8:34,2.35,false
867,The Spice Route,Italian,Expensive,Queens,22:00,2.77,false
868,Sushi Paradise,Thai,Medium,Manhattan,21:30,3.15,true
869,The Rustic Tavern,Thai,Expensive,Manhattan,21:59,4.88,true
870,Sushi Paradise,Mexican,Medium,Brooklyn,1:49,1.65,false
871,The Rustic Tavern,Spanish,Expensive,Bronx,2:11,3.83,true
872,Mama Mia Pizzeria,Indian,Expensive,Brooklyn,16:26,4.72,false
873,The Rustic Tavern,Mexican,Medium,Manhattan,14:09,3.01,false
874,Sushi Paradise,Spanish,Medium,Brooklyn,14:19,4.95,false
875,The Cozy Corner,Chinese,Medium,Queens,6:54,1.93,false
876,Sushi Paradise,Japanese,Medium,Queens,0:50,4.2,false
877,Bella Italia,Greek,Expensive,Queens,14:45,4.45,false
878,Sushi Paradise,Indian,Medium,Staten Island,9:00,4.0,false
879,The Cozy Corner,Spanish,Medium,Staten Island,19:18,2.84,false
880,The Spice Route,Greek,Cheap,Bronx,4:09,4.64,true
881,La Petite Boulangerie,Thai,Cheap,Bronx,15:57,2.93,false
882,Bella Italia,Chinese,Cheap,Queens,17:56,2.69,false
883,Bella Italia,Korean,Expensive,Bronx,5:34,3.59,true
884,Mama Mia Pizzeria,Spanish,Expensive,Manhattan,19:37,3.11,true
885,The Spice Route,Thai,Expensive,Queens,3:38,3.77,false
886,The Golden Rooster,Mexican,Expensive,Bronx,17:29,2.77,true
887,Bella Italia,Greek,Cheap,Brooklyn,12:06,4.87,true
888,The Rustic Tavern,Japanese,Medium,Bronx,20:51,1.46,false
889,The Hungry Spoon,Greek,Medium,Manhattan,20:02,1.13,true
890,Mama Mia Pizzeria,Chinese,Medium,Manhattan,8:24,1.78,true
891,Sushi Paradise,Korean,Medium,Queens,12:43,1.9,true
892,Cafe Delight,French,Medium,Manhattan,12:34,1.5,true
893,Cafe Delight,French,Medium,Staten Island,6:06,3.8,true
894,Sushi Paradise,Chinese,Cheap,Staten Island,19:08,3.99,false
895,Sushi Paradise,Chinese,Medium,Manhattan,11:20,3.34,true
896,The Cozy Corner,Chinese,Cheap,Bronx,7:59,4.81,false
897,La Petite Boulangerie,Japanese,Expensive,Queens,2:01,3.03,true
898,The Golden Rooster,Spanish,Medium,Bronx,16:36,3.84,true
899,The Cozy Corner,Korean,Expensive,Manhattan,10:42,4.27,false
900,The Golden Rooster,Spanish,Expensive,Bronx,4:51,1.27,false
901,The Golden Rooster,Spanish,Expensive,Bronx,11:31,3.06,true
902,Cafe Delight,Chinese,Medium,Bronx,15:53,4.26,false
903,The Rustic Tavern,Japanese,Medium,Brooklyn,10:56,1.58,true
904,The Rustic Tavern,Thai,Cheap,Queens,19:18,4.87,false
905,Bella Italia,Spanish,Expensive,Queens,15:21,2.2,true
906,The Spice Route,Japanese,Expensive,Bronx,18:24,2.18,true
907,Mama Mia Pizzeria,Korean,Cheap,Queens,17:47,4.21,false
908,The Rustic Tavern,Chinese,Cheap,Bronx,5:12,3.98,false
909,Mama Mia Pizzeria,Japanese,Cheap,Manhattan,0:11,1.95,true
910,La Petite Boulangerie,Spanish,Expensive,Queens,7:01,3.02,false
911,Mama Mia Pizzeria,Greek,Expensive,Brooklyn,9:25,1.19,true
912,The Cozy Corner,Spanish,Cheap,Staten Island,1:38,4.35,true
913,The Golden Rooster,Chinese,Expensive,Queens,23:21,4.32,false
914,Sushi Paradise,Chinese,Medium,Bronx,1:25,3.23,true
915,The Spice Route,Chinese,Expensive,Staten Island,1:47,3.95,false
916,The Spice Route,French,Expensive,Brooklyn,1:30,2.44,true
917,Cafe Delight,Thai,Medium,Brooklyn,9:22,2.28,false
918,The Spice Route,Indian,Expensive,Bronx,11:11,4.99,false
919,Sushi Paradise,French,Expensive,Queens,18:45,2.77,true
920,The Hungry Spoon,Japanese,Cheap,Queens,14:47,4.22,false
921,Mama Mia Pizzeria,Indian,Expensive,Staten Island,10:14,4.72,true
922,The Spice Route,Mexican,Medium,Brooklyn,2:38,4.08,true
923,The Rustic Tavern,Indian,Cheap,Staten Island,5:12,2.16,true
924,The Hungry Spoon,Indian,Expensive,Manhattan,13:07,1.78,true
925,La Petite Boulangerie,Mexican,Cheap,Bronx,14:56,3.7,false
926,Mama Mia Pizzeria,French,Expensive,Bronx,19:08,1.55,false
927,The Golden Rooster,Japanese,Cheap,Brooklyn,5:14,1.68,false
928,La Petite Boulangerie,Korean,Expensive,Brooklyn,14:15,1.62,false
929,The Hungry Spoon,Japanese,Cheap,Brooklyn,22:25,3.77,false
930,The Hungry Spoon,Japanese,Expensive,Queens,14:03,3.91,false
931,Sushi Paradise,Greek,Medium,Staten Island,5:07,4.04,true
932,Sushi Paradise,Greek,Cheap,Bronx,23:23,2.34,true
933,La Petite Boulangerie,Mexican,Expensive,Queens,5:56,1.54,false
934,The Rustic Tavern,French,Expensive,Bronx,20:46,2.48,true
935,Bella Italia,Indian,Cheap,Bronx,9:06,4.72,true
936,The Hungry Spoon,Mexican,Medium,Brooklyn,19:41,1.86,true
937,The Golden Rooster,Indian,Medium,Queens,9:55,3.31,true
938,The Hungry Spoon,Thai,Cheap,Queens,6:10,4.89,false
939,Mama Mia Pizzeria,Spanish,Medium,Staten Island,5:06,2.86,false
940,The Rustic Tavern,Italian,Medium,Bronx,1:24,1.81,true
941,The Golden Rooster,Thai,Cheap,Brooklyn,16:57,1.41,false
942,Cafe Delight,Mexican,Cheap,Queens,12:58,2.54,true
943,The Cozy Corner,Japanese,Cheap,Manhattan,7:54,1.18,true
944,Cafe Delight,Mexican,Cheap,Bronx,8:35,4.99,true
945,The Golden Rooster,Spanish,Expensive,Brooklyn,14:49,2.63,false
946,La Petite Boulangerie,Mexican,Expensive,Brooklyn,2:55,4.27,false
947,The Rustic Tavern,Japanese,Cheap,Brooklyn,18:45,2.89,true
948,Sushi Paradise,Spanish,Medium,Bronx,5:41,4.73,true
949,La Petite Boulangerie,Indian,Cheap,Staten Island,12:21,1.8,true
950,La Petite Boulangerie,Mexican,Cheap,Staten Island,11:38,3.59,false
951,Bella Italia,Mexican,Medium,Brooklyn,13:45,4.33,true
952,Bella Italia,French,Cheap,Bronx,9:05,2.1,true
953,Mama Mia Pizzeria,Korean,Cheap,Manhattan,3:38,1.22,false
954,The Cozy Corner,Thai,Medium,Brooklyn,12:32,2.4,false
955,La Petite Boulangerie,Greek,Expensive,Manhattan,22:32,4.9,false
956,La Petite Boulangerie,Italian,Expensive,Queens,16:20,2.21,false
957,Sushi Paradise,Indian,Expensive,Brooklyn,20:26,4.12,false
958,Bella Italia,Greek,Expensive,Brooklyn,14:51,1.35,false
959,Mama Mia Pizzeria,French,Cheap,Manhattan,20:58,1.51,false
960,Mama Mia Pizzeria,Thai,Medium,Bronx,23:22,2.48,false
961,The Rustic Tavern,Korean,Cheap,Staten Island,16:45,2.28,true
962,The Spice Route,Thai,Expensive,Queens,7:00,4.58,false
963,Mama Mia Pizzeria,Thai,Medium,Manhattan,6:53,4.51,false
964,Sushi Paradise,Spanish,Medium,Queens,0:22,1.97,false
965,The Golden Rooster,French,Expensive,Queens,15:20,3.87,true
966,Mama Mia Pizzeria,Mexican,Cheap,Manhattan,6:38,2.91,true
967,The Golden Rooster,Spanish,Expensive,Brooklyn,17:36,3.39,true
968,Cafe Delight,Indian,Medium,Bronx,3:55,4.22,true
969,Mama Mia Pizzeria,Greek,Expensive,Staten Island,23:49,2.86,false
970,The Hungry Spoon,Thai,Medium,Staten Island,11:28,2.0,false
971,Cafe Delight,Thai,Cheap,Bronx,5:07,2.89,true
972,Mama Mia Pizzeria,Chinese,Cheap,Brooklyn,21:37,4.76,false
973,Cafe Delight,Indian,Expensive,Manhattan,18:48,3.92,true
974,La Petite Boulangerie,Thai,Medium,Brooklyn,3:21,2.88,false
975,The Hungry Spoon,French,Medium,Bronx,9:59,2.65,false
976,Cafe Delight,Spanish,Cheap,Manhattan,18:11,1.59,false
977,The Golden Rooster,Mexican,Medium,Brooklyn,16:03,1.29,true
978,Cafe Delight,Thai,Cheap,Brooklyn,4:24,2.74,false
979,The Cozy Corner,Indian,Medium,Brooklyn,19:18,2.16,true
980,The Rustic Tavern,French,Expensive,Manhattan,3:19,4.12,false
981,Mama Mia Pizzeria,French,Cheap,Queens,0:00,4.82,true
982,The Golden Rooster,Greek,Cheap,Manhattan,23:23,3.19,true
983,Bella Italia,Italian,Medium,Queens,6:43,2.51,true
984,The Rustic Tavern,Korean,Expensive,Queens,19:10,3.81,false
985,Cafe Delight,Chinese,Expensive,Queens,22:02,4.1,true
986,Bella Italia,Indian,Medium,Bronx,17:46,3.65,false
987,The Cozy Corner,Korean,Cheap,Staten Island,21:32,4.29,true
988,Sushi Paradise,Chinese,Medium,Bronx,6:13,3.14,false
989,The Cozy Corner,French,Expensive,Queens,16:16,4.61,false
990,Cafe Delight,Italian,Medium,Manhattan,7:29,3.99,false
991,The Hungry Spoon,Mexican,Expensive,Staten Island,14:00,4.55,false
992,Cafe Delight,Japanese,Cheap,Queens,12:01,1.36,true
993,Bella Italia,Japanese,Cheap,Bronx,7:19,4.14,true
994,Sushi Paradise,Mexican,Medium,Manhattan,20:05,3.05,false
995,The Hungry Spoon,Japanese,Cheap,Brooklyn,2:26,2.36,false
996,Mama Mia Pizzeria,French,Medium,Bronx,6:58,2.91,false
997,The Spice Route,Greek,Medium,Queens,21:32,4.87,false
998,The Golden Rooster,Thai,Medium,Manhattan,19:14,4.98,true
999,The Rustic Tavern,Indian,Medium,Bronx,3:02,2.29,true
1000,La Petite Boulangerie,Indian,Medium,Brooklyn,20:15,4.72,false
